line_id	poem_id	text	sub_title	title	poet	annotator_01	annotator_02	annotator_03	annotator_04	annotator_05
1321	127	저녁불 켤때마다 오시는 눈.		오시는 눈	김소월	기대감, 흐뭇함(귀여움/예쁨), 신기함/관심, 환영/호의	기대감, 흐뭇함(귀여움/예쁨), 신기함/관심, 환영/호의, 즐거움/신남, 감동/감탄, 놀람	깨달음, 놀람, 환영/호의	감동/감탄, 기대감, 기쁨, 환영/호의, 행복	감동/감탄, 기대감, 고마움, 신기함/관심
1322	128	밖에는 눈, 눈이 와라,		꿈꾼 그 옛날	김소월	기대감, 신기함/관심, 즐거움/신남	기대감, 신기함/관심, 서러움, 슬픔, 불안/걱정	기대감, 기쁨, 환영/호의	감동/감탄, 기대감, 기쁨, 즐거움/신남, 행복	감동/감탄, 기대감, 기쁨, 놀람
1323	128	고요히 창(窓)아래로는 달빛이 들어라.		꿈꾼 그 옛날	김소월	편안/쾌적, 흐뭇함(귀여움/예쁨), 고마움	편안/쾌적, 흐뭇함(귀여움/예쁨), 비장함, 감동/감탄, 신기함/관심, 환영/호의	없음	기대감, 기쁨, 감동/감탄, 행복	감동/감탄, 놀람, 깨달음, 환영/호의
1324	128	어스름타고서 오신 그 여자(女子)는		꿈꾼 그 옛날	김소월	신기함/관심, 없음	신기함/관심, 놀람	부담/안_내킴, 불쌍함/연민, 안타까움/실망	당황/난처, 불안/걱정, 기대감, 놀람, 신기함/관심	감동/감탄, 놀람, 당황/난처, 신기함/관심
1325	128	내 꿈의 품속으로 들어와 안겨라.		꿈꾼 그 옛날	김소월	아껴주는, 비장함	아껴주는, 환영/호의	기대감, 기쁨, 불쌍함/연민	기대감, 신기함/관심, 아껴주는, 행복	고마움, 기대감, 기쁨, 불쌍함/연민, 비장함
1326	128	나의 베개는 눈물로 함빡히 젖었어라.		꿈꾼 그 옛날	김소월	슬픔, 서러움, 깨달음	슬픔, 서러움, 절망	슬픔, 서러움	서러움, 비장함, 절망	불안/걱정, 서러움, 슬픔
1327	128	그만 그 여자(女子)는 가고 말았느냐.		꿈꾼 그 옛날	김소월	불안/걱정, 안타까움/실망, 당황/난처, 슬픔	불안/걱정, 안타까움/실망, 당황/난처, 슬픔, 서러움	불쌍함/연민, 불안/걱정, 서러움, 안타까움/실망, 신기함/관심	당황/난처, 안타까움/실망, 슬픔, 재미없음	당황/난처, 안타까움/실망, 어이없음
1328	128	다만 고요한 새벽, 별그림자 하나가		꿈꾼 그 옛날	김소월	신기함/관심, 흐뭇함(귀여움/예쁨), 편안/쾌적	신기함/관심, 편안/쾌적, 기대감, 불안/걱정	없음	기대감, 신기함/관심, 아껴주는, 행복	신기함/관심, 감동/감탄
1329	128	창(窓)틈을 엿보아라.		꿈꾼 그 옛날	김소월	의심/불신, 기대감	의심/불신, 기대감, 불안/걱정, 신기함/관심	없음	깨달음, 슬픔, 아껴주는, 안타까움/실망, 힘듦/지침	신기함/관심, 비장함
1330	129	서늘하고 달 밝은 여름 밤이어		여름의 달밤	김소월	신기함/관심, 흐뭇함(귀여움/예쁨), 불안/걱정	비장함, 기대감, 서러움	기쁨, 감동/감탄, 행복	비장함, 감동/감탄	감동/감탄, 신기함/관심, 편안/쾌적
1331	129	구름조차 희미한 여름 밤이어		여름의 달밤	김소월	절망, 힘듦/지침, 없음	불안/걱정, 서러움, 슬픔, 힘듦/지침	없음	감동/감탄, 신기함/관심, 즐거움/신남, 편안/쾌적	공포/무서움, 신기함/관심, 당황/난처, 불안/걱정
1332	129	그지없이 거룩한 하늘로서는		여름의 달밤	김소월	존경, 감동/감탄, 기대감	존경, 감동/감탄, 기대감, 비장함	기대감, 깨달음, 놀람, 비장함	비장함, 존경, 아껴주는, 안심/신뢰	감동/감탄, 존경
1333	129	젊음의 붉은 이슬 젖어 나려라.		여름의 달밤	김소월	감동/감탄, 존경, 깨달음, 아껴주는, 환영/호의	존경, 아껴주는, 비장함, 서러움, 슬픔, 화남/분노, 불안/걱정, 안타까움/실망, 불쌍함/연민	기대감, 기쁨, 뿌듯함, 비장함, 아껴주는	기대감, 신기함/관심	불쌍함/연민, 존경
1334	129	행복(幸福)의 맘이 도는 높은 가지의		여름의 달밤	김소월	행복, 신기함/관심, 존경, 기대감, 기쁨, 흐뭇함(귀여움/예쁨)	행복, 신기함/관심, 비장함	감동/감탄, 기쁨, 신기함/관심, 뿌듯함, 흐뭇함(귀여움/예쁨)	기대감, 기쁨, 행복	행복, 신기함/관심, 감동/감탄, 기대감
1335	129	아슬아슬 그늘 잎새를		여름의 달밤	김소월	당황/난처, 불안/걱정, 없음	당황/난처, 불안/걱정, 없음, 기대감, 놀람	없음	불안/걱정, 아껴주는, 행복	감동/감탄, 흐뭇함(귀여움/예쁨)
1336	129	배불러 기어 도는 어린 벌레도		여름의 달밤	김소월	불쌍함/연민, 신기함/관심	불쌍함/연민, 신기함/관심, 환영/호의	흐뭇함(귀여움/예쁨)	신기함/관심, 편안/쾌적, 행복, 기쁨	신기함/관심, 어이없음, 의심/불신
1337	129	아아 모든 물결은 복(福) 받았어라.		여름의 달밤	김소월	감동/감탄, 고마움, 깨달음, 환영/호의	감동/감탄, 깨달음, 환영/호의, 놀람, 뿌듯함, 안심/신뢰, 기쁨, 비장함	기대감, 기쁨, 신기함/관심	감동/감탄, 기대감, 기쁨, 행복	감동/감탄, 깨달음, 흐뭇함(귀여움/예쁨)
1338	129	뻗어뻗어 오르는 가시덩굴도		여름의 달밤	김소월	없음	없음	깨달음, 기대감, 뿌듯함	감동/감탄, 기대감	경악, 공포/무서움, 신기함/관심, 놀람, 불안/걱정
1339	129	희미(稀微)하게 흐르는 푸른 달빛이		여름의 달밤	김소월	신기함/관심, 없음	신기함/관심, 기대감, 불안/걱정, 감동/감탄	신기함/관심, 편안/쾌적	감동/감탄, 기대감, 기쁨, 행복	감동/감탄, 존경
1340	129	기름같은 연기(煙氣)에 멱감을러라.		여름의 달밤	김소월	신기함/관심, 기대감, 비장함	신기함/관심, 감동/감탄	공포/무서움, 놀람, 비장함, 당황/난처	기대감, 기쁨, 편안/쾌적, 행복	부담/안_내킴, 비장함
1341	129	아아 너무 좋아서 잠 못 들어라.		여름의 달밤	김소월	기대감, 행복, 즐거움/신남, 감동/감탄	기쁨, 행복, 즐거움/신남, 감동/감탄	기쁨, 기대감, 아껴주는, 즐거움/신남	감동/감탄, 기대감, 기쁨, 즐거움/신남, 행복	기쁨, 당황/난처, 행복, 즐거움/신남
1342	129	우긋한 풀대들은 춤을 추면서		여름의 달밤	김소월	신기함/관심, 즐거움/신남	편안/쾌적, 신기함/관심, 흐뭇함(귀여움/예쁨), 아껴주는	감동/감탄, 기대감, 기쁨, 즐거움/신남	기대감, 기쁨, 행복, 환영/호의	감동/감탄, 흐뭇함(귀여움/예쁨), 편안/쾌적
1343	129	갈잎들은 그윽한 노래 부를 때.		여름의 달밤	김소월	즐거움/신남, 기쁨, 흐뭇함(귀여움/예쁨), 감동/감탄	아껴주는, 기쁨, 흐뭇함(귀여움/예쁨)	기대감, 신기함/관심	기쁨, 행복	감동/감탄, 기쁨, 신기함/관심, 흐뭇함(귀여움/예쁨), 편안/쾌적
1344	129	오오 나려 흔드는 달빛 가운데		여름의 달밤	김소월	감동/감탄, 흐뭇함(귀여움/예쁨), 불안/걱정	감동/감탄, 신기함/관심, 놀람	감동/감탄, 편안/쾌적	감동/감탄, 기쁨, 놀람, 신기함/관심, 아껴주는, 안심/신뢰	감동/감탄, 놀람
1345	129	나타나는 영원(永遠)을 말로 새겨라.		여름의 달밤	김소월	비장함, 기대감, 기쁨, 감동/감탄	비장함, 기대감, 기쁨, 감동/감탄, 환영/호의, 서러움	비장함, 없음	기대감, 기쁨, 즐거움/신남, 환영/호의	깨달음, 비장함, 뿌듯함
1346	129	자라는 물벼이삭 벌에서 불고		여름의 달밤	김소월	신기함/관심, 없음	편안/쾌적, 흐뭇함(귀여움/예쁨), 기대감, 뿌듯함	깨달음, 기대감, 감동/감탄	편안/쾌적, 행복, 기쁨	놀람, 신기함/관심
1347	129	마을로 은(銀) 씻듯이 오는 바람은		여름의 달밤	김소월	편안/쾌적, 기쁨, 기대감, 흐뭇함(귀여움/예쁨)	편안/쾌적, 기대감, 환영/호의, 감동/감탄	없음	기대감, 기쁨, 신기함/관심, 즐거움/신남, 행복	감동/감탄, 고마움, 기대감, 놀람, 당황/난처
1348	129	눅 잣추는 향기(香氣)를 두고 가는데		여름의 달밤	김소월	안타까움/실망, 불쌍함/연민, 불안/걱정, 부담/안_내킴, 흐뭇함(귀여움/예쁨)	고마움, 신기함/관심, 편안/쾌적, 환영/호의	불쌍함/연민, 안타까움/실망	감동/감탄, 기대감, 기쁨, 뿌듯함	고마움, 기쁨
1349	129	인가(人家)들은 잠들어 고요하여라.		여름의 달밤	김소월	편안/쾌적, 신기함/관심	감동/감탄, 아껴주는, 편안/쾌적	없음	행복, 편안/쾌적	감동/감탄, 신기함/관심, 편안/쾌적, 흐뭇함(귀여움/예쁨)
1350	129	하루종일(終日) 일하신 아기 아버지		여름의 달밤	김소월	존경, 없음, 불쌍함/연민	존경, 불쌍함/연민, 힘듦/지침, 서러움, 아껴주는, 슬픔, 불안/걱정	당황/난처, 부끄러움, 부담/안_내킴	불쌍함/연민, 슬픔, 아껴주는, 안타까움/실망, 존경	불쌍함/연민, 불안/걱정, 존경
1351	129	농부(農夫)들도 편안(便安)히 잠들었어라.		여름의 달밤	김소월	편안/쾌적, 아껴주는, 불쌍함/연민	편안/쾌적, 아껴주는, 불쌍함/연민, 기쁨, 행복	고마움, 기대감, 불쌍함/연민, 뿌듯함	편안/쾌적, 행복	고마움, 아껴주는, 편안/쾌적, 감동/감탄, 기쁨
1352	129	영기슭의 어둑한 그늘 속에선		여름의 달밤	김소월	불안/걱정, 공포/무서움, 없음	불안/걱정	불안/걱정	불안/걱정, 슬픔, 당황/난처, 힘듦/지침	불안/걱정, 신기함/관심, 공포/무서움, 기대감
1353	129	쇠스랑과 호미뿐 빛이 피어라.		여름의 달밤	김소월	기대감, 환영/호의	기대감, 환영/호의, 감동/감탄, 기쁨, 뿌듯함	감동/감탄, 기대감, 비장함, 뿌듯함	편안/쾌적, 존경	비장함, 기대감, 감동/감탄, 놀람
1354	129	이윽고 식새리의 우는 소리는		여름의 달밤	김소월	슬픔, 서러움, 불쌍함/연민	슬픔, 서러움, 비장함	불쌍함/연민, 서러움	기대감, 신기함/관심, 아껴주는, 슬픔	감동/감탄, 기대감
1355	129	밤이 들어가면서 더욱 잦을 때		여름의 달밤	김소월	없음, 기대감	없음	당황/난처, 부담/안_내킴, 불안/걱정	기대감, 신기함/관심, 편안/쾌적	당황/난처, 부담/안_내킴, 불안/걱정
1356	129	나락밭 가운데의 우물가에는		여름의 달밤	김소월	신기함/관심, 없음	없음	없음	기대감, 신기함/관심, 아껴주는	신기함/관심
1357	129	농녀(農女)의 그림자가 아직 있어라.		여름의 달밤	김소월	깨달음, 기대감, 없음	불안/걱정, 비장함, 서러움, 불쌍함/연민, 당황/난처	안타까움/실망, 힘듦/지침	불쌍함/연민, 슬픔, 안타까움/실망	흐뭇함(귀여움/예쁨), 불안/걱정, 신기함/관심
1358	129	달빛은 그무리며 넓은 우주(宇宙)에		여름의 달밤	김소월	흐뭇함(귀여움/예쁨), 존경, 감동/감탄	흐뭇함(귀여움/예쁨), 감동/감탄, 기대감, 놀람	없음	기대감, 아껴주는, 안심/신뢰, 편안/쾌적, 행복	감동/감탄, 공포/무서움, 기대감, 놀람
1359	129	잃어졌다 나오는 푸른 별이요.		여름의 달밤	김소월	신기함/관심, 놀람, 흐뭇함(귀여움/예쁨), 환영/호의	신기함/관심, 놀람, 흐뭇함(귀여움/예쁨), 환영/호의, 기대감, 기쁨, 서러움, 즐거움/신남	감동/감탄, 깨달음, 불쌍함/연민	감동/감탄, 기대감, 기쁨, 행복	감동/감탄, 놀람
1360	129	식새리의 울음의 넘는 곡조(曲調)요.		여름의 달밤	김소월	서러움, 슬픔	슬픔, 서러움	불쌍함/연민, 불안/걱정, 슬픔	감동/감탄	놀람, 신기함/관심, 흐뭇함(귀여움/예쁨)
1361	129	아아 기쁨 가득한 여름 밤이어.		여름의 달밤	김소월	기쁨, 감동/감탄, 고마움	기쁨, 감동/감탄, 비장함, 뿌듯함, 행복	기대감, 기쁨, 즐거움/신남	감동/감탄, 기대감, 기쁨, 신기함/관심, 아껴주는, 행복, 환영/호의	고마움, 감동/감탄, 기쁨, 행복, 편안/쾌적, 즐거움/신남
1362	129	삼간집에 불붙는 젊은 목숨의		여름의 달밤	김소월	비장함, 기대감, 불안/걱정	비장함, 불안/걱정, 불쌍함/연민, 서러움, 경악, 죄책감	불쌍함/연민, 비장함, 안타까움/실망	경악, 불쌍함/연민, 슬픔, 안타까움/실망	존경, 불쌍함/연민, 불안/걱정
1363	129	정열(情熱)에 목맺히는 우리 청춘(靑春)은		여름의 달밤	김소월	아껴주는, 비장함, 불쌍함/연민, 존경, 감동/감탄, 흐뭇함(귀여움/예쁨)	아껴주는, 비장함, 불쌍함/연민, 존경, 감동/감탄, 기대감, 불안/걱정, 환영/호의	기대감, 기쁨, 감동/감탄, 비장함, 아껴주는	기대감, 아껴주는, 불안/걱정, 슬픔, 불쌍함/연민	고마움, 비장함
1364	129	서느럽은 여름 밤 잎새 아래의		여름의 달밤	김소월	서러움, 신기함/관심	서러움	편안/쾌적	감동/감탄, 기대감, 기쁨, 행복	감동/감탄, 기대감
1365	129	희미한 달빛 속에 나부끼어라.		여름의 달밤	김소월	불안/걱정, 당황/난처, 슬픔	감동/감탄, 놀람, 뿌듯함, 서러움	신기함/관심, 기대감	편안/쾌적, 감동/감탄	감동/감탄, 아껴주는, 신기함/관심, 흐뭇함(귀여움/예쁨)
1366	129	한때의 자랑 많은 우리들이어		여름의 달밤	김소월	아껴주는, 불쌍함/연민, 불안/걱정, 신기함/관심, 흐뭇함(귀여움/예쁨)	뿌듯함, 아껴주는, 행복	감동/감탄, 비장함, 안심/신뢰, 흐뭇함(귀여움/예쁨)	행복, 흐뭇함(귀여움/예쁨)	존경, 기대감, 비장함, 뿌듯함
1367	129	농촌(農村)에서 지나는 여름보다도		여름의 달밤	김소월	없음	서러움, 슬픔, 불안/걱정, 기대감	감동/감탄, 깨달음, 부담/안_내킴, 불안/걱정	편안/쾌적, 행복	기대감, 깨달음
1368	129	여름의 달밤보다 더 좋은 것이		여름의 달밤	김소월	기대감, 즐거움/신남, 신기함/관심, 흐뭇함(귀여움/예쁨)	기대감, 즐거움/신남, 신기함/관심, 환영/호의, 편안/쾌적	기대감, 기쁨, 즐거움/신남	기대감, 기쁨, 신기함/관심, 행복	기쁨, 기대감
1369	129	인간(人間)에 이 세상에 다시 있으랴.		여름의 달밤	김소월	깨달음, 놀람, 당황/난처, 불안/걱정	깨달음, 불안/걱정, 감동/감탄, 비장함, 서러움, 슬픔, 아껴주는	깨달음, 비장함	기쁨, 행복, 감동/감탄	증오/혐오, 지긋지긋, 비장함, 기대감
1370	129	조그만 괴롭음도 내어 버리고		여름의 달밤	김소월	지긋지긋, 즐거움/신남, 비장함	비장함, 없음	기대감, 기쁨, 안심/신뢰	기대감, 비장함, 기쁨, 행복	힘듦/지침, 패배/자기혐오
1371	129	고요한 가운데서 귀 기울이며		여름의 달밤	김소월	신기함/관심	신기함/관심, 기대감, 편안/쾌적	신기함/관심, 편안/쾌적	편안/쾌적, 행복	비장함, 신기함/관심
1372	129	흰달의 금물결에 노(櫓)를 저어라		여름의 달밤	김소월	흐뭇함(귀여움/예쁨), 비장함, 기대감, 즐거움/신남	흐뭇함(귀여움/예쁨), 비장함, 기대감, 즐거움/신남	기대감, 신기함/관심	감동/감탄, 기쁨, 아껴주는, 행복	비장함, 기대감, 힘듦/지침
1373	129	푸른 밤의 하늘로 목을 놓아라.		여름의 달밤	김소월	비장함, 슬픔, 화남/분노, 존경, 기쁨, 기대감	비장함, 슬픔, 서러움, 불쌍함/연민, 불안/걱정, 아껴주는	서러움, 슬픔, 안타까움/실망	감동/감탄, 기쁨, 행복	감동/감탄, 고마움, 기대감, 기쁨, 놀람
1374	129	아아 찬양(讚揚)하여라 좋은 한때를		여름의 달밤	김소월	감동/감탄, 환영/호의, 비장함, 깨달음, 아껴주는	감동/감탄, 기쁨, 비장함, 슬픔	감동/감탄, 기대감, 기쁨, 행복	감동/감탄, 기쁨, 편안/쾌적, 행복	기쁨, 감동/감탄, 존경
1375	129	흘러가는 목숨을 많은 행복(幸福)을.		여름의 달밤	김소월	안타까움/실망, 슬픔, 행복	안타까움/실망, 슬픔, 행복, 불쌍함/연민, 기대감	감동/감탄, 기대감, 기쁨	감동/감탄, 기쁨, 행복	불쌍함/연민, 안타까움/실망, 비장함, 깨달음
1376	129	여름의 어스러한 달밤 속에서		여름의 달밤	김소월	없음	없음, 기대감, 불안/걱정	기대감, 기쁨, 행복, 흐뭇함(귀여움/예쁨)	감동/감탄, 기쁨, 아껴주는, 행복	감동/감탄, 기대감, 편안/쾌적
1377	129	꿈같은 즐겁음의 눈물 흘러라.		여름의 달밤	김소월	즐거움/신남, 기쁨, 기대감, 고마움, 환영/호의, 감동/감탄	기쁨, 행복, 즐거움/신남, 감동/감탄	기대감, 기쁨, 서러움, 슬픔, 행복	감동/감탄, 기대감, 기쁨, 슬픔, 행복	기쁨, 행복, 감동/감탄, 즐거움/신남
1378	130	나는 꿈꾸었노라, 동무들과 내가 가즈런히		바라건대는 우리에게 우리의 보습 대일 땅이 있었더면	김소월	기대감, 아껴주는	아껴주는, 비장함, 서러움, 슬픔, 안타까움/실망, 환영/호의	감동/감탄, 기대감, 기쁨, 뿌듯함, 아껴주는, 안심/신뢰, 편안/쾌적	기대감, 절망	비장함, 기대감, 감동/감탄, 기쁨, 즐거움/신남, 행복
